epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.3657,0.58399,3.4552,1.01627,0.00647,0.90909,0.02048,0.01843,0.45717,3.50461,1.05986,3.334e-05,3.334e-05,3.334e-05
